ARGS => bootstrap_server group_id cores paralelism topic
BootsTrap Server: 192.168.0.12:9092
Gruop Id: sparkgroupid01
Cores: 4
Parallelism: 4
Topic: stream-topic
WARNING: sun.reflect.Reflection.getCallerClass is not supported. This will impact performance.
22/08/26 16:55:22 WARN Utils: Your hostname, pi01 resolves to a loopback address: 127.0.1.1; using 192.168.0.11 instead (on interface eth0)
22/08/26 16:55:22 WARN Utils: Set SPARK_LOCAL_IP if you need to bind to another address
22/08/26 16:55:23 WARN NativeCodeLoader: Unable to load native-hadoop library for your platform... using builtin-java classes where applicable
22/08/26 16:55:28 WARN KafkaUtils: overriding enable.auto.commit to false for executor
22/08/26 16:55:28 WARN KafkaUtils: overriding auto.offset.reset to none for executor
22/08/26 16:55:28 WARN KafkaUtils: overriding executor group.id to spark-executor-sparkgroupid01
22/08/26 16:55:28 WARN KafkaUtils: overriding receive.buffer.bytes to 65536 see KAFKA-3135
16:55:40 1000248
16:55:42 2003756
16:55:43 3000197
16:55:45 4000495
16:55:46 5000329
16:55:48 6000097
16:55:49 7000298
16:55:51 8000087
16:55:51 8004040
16:55:53 9000662
16:55:54 10000243
16:55:55 11000093
16:55:56 12001060
16:55:56 12003678
16:55:57 13001051
16:55:58 14000468
16:55:58 14000468
16:55:59 15000663
16:55:59 15006893
16:56:00 16000796
16:56:01 17000720
16:56:02 18000087
16:56:02 18000087
16:56:03 19003943
16:56:04 20000410
16:56:05 21000765
16:56:05 21000765
16:56:06 22000156
16:56:06 22000156
16:56:07 23001161
16:56:08 24000415
16:56:09 25000179
16:56:10 26000207
16:56:11 27001168
16:56:12 28000681
16:56:13 29007641
16:56:14 30000574
16:56:15 31014966
16:56:16 32001059
16:56:17 33001107
16:56:18 34000590
16:56:19 35000873
16:56:20 36000365
16:56:21 37000718
16:56:22 38000089
16:56:22 38000089
16:56:23 39000777
16:56:24 40000189
16:56:25 41001013
16:56:26 42001033
16:56:27 43000463
16:56:27 43000463
16:56:28 44000030
16:56:28 44000030
16:56:29 45000454
16:56:30 46000977
16:56:31 47002315
16:56:32 48000293
16:56:32 48000293
16:56:33 49000722
16:56:33 49000828
16:56:34 50005615
16:56:35 51001033
16:56:36 52000730
16:56:37 53000463
16:56:37 53000463
16:56:38 54000293
16:56:39 55000829
16:56:40 56001047
16:56:41 57000433
16:56:42 58000042
16:56:43 59000000
16:56:43 59001242
16:56:44 60000566
16:56:45 61000050
16:56:45 61000050
16:56:46 62000185
16:56:46 62001117
16:56:47 63002259
16:56:48 64000935
16:56:49 65001071
16:56:50 66000404
16:56:50 67000798
16:56:51 68000493
16:56:52 69000801
16:56:52 69000847
16:56:53 70000928
16:56:54 71000706
16:56:55 72000081
16:56:55 72000081
16:56:56 73000140
16:56:57 74000344
16:56:58 75000485
16:56:59 76000323
16:57:00 77000106
16:57:00 77000106
16:57:01 78000945
16:57:02 79000701
16:57:03 80000417
16:57:04 81000406
16:57:04 81000406
16:57:05 82000824
16:57:06 83000261
16:57:07 84000341
16:57:07 84000341
16:57:08 85000515
16:57:09 86000842
16:57:10 87000300
16:57:11 88000155
16:57:11 88001015
16:57:12 89000000
16:57:13 90000336
16:57:13 90000336
16:57:14 91000197
16:57:15 92000199
16:57:16 93000247
16:57:17 94000780
16:57:18 95000295
16:57:19 96000634
16:57:20 97000510
16:57:21 98000157
16:57:21 99002953
16:57:22 100000471
16:57:22 100000471
16:57:22 100000471
16:57:23 101000381
16:57:24 102000860
16:57:25 103000857
16:57:26 104000344
16:57:27 105000985
16:57:28 106000734
16:57:29 107000695
16:57:30 108000857
16:57:31 109000109
16:57:32 110000658
16:57:33 111000364
16:57:34 112000167
16:57:35 113001209
16:57:36 114000457
16:57:36 114000457
16:57:36 114000457
16:57:37 115000779
16:57:38 116000000
16:57:39 117000445
16:57:40 118000762
16:57:40 118000762
16:57:41 119000132
16:57:42 120000353
16:57:43 121000818
16:57:44 122000766
16:57:45 123000420
16:57:45 123000420
16:57:45 124000027
16:57:46 125000810
16:57:47 126000993
16:57:48 127000823
16:57:49 128000629
16:57:50 129000081
16:57:51 130000546
16:57:52 131000578
16:57:53 132000489
16:57:53 132000489
16:57:54 133000884
16:57:55 134000706
16:57:55 134000706
16:57:56 135000212
16:57:56 135000212
16:57:56 135000212
16:57:57 136000390
16:57:58 137000701
16:57:59 138000078
16:58:00 139000090
16:58:00 139000090
16:58:01 140000193
16:58:02 141000071
16:58:02 141000071
16:58:02 141000071
16:58:03 142000663
16:58:03 142000663
16:58:04 143000797
16:58:05 144000402
16:58:06 145000936
16:58:07 146000125
16:58:08 147001032
16:58:09 148000159
16:58:10 149000007
16:58:11 150000986
16:58:12 151000000
16:58:13 152000211
16:58:14 153000516
16:58:15 154000497
16:58:16 155000666
16:58:17 156000048
16:58:18 157000071
16:58:18 157000071
16:58:19 158000625
16:58:20 159000322
16:58:20 159000322
16:58:21 160000750
16:58:21 160004885
16:58:22 161000690
16:58:22 161000690
16:58:23 162000842
16:58:24 163000379
16:58:25 164000137
16:58:25 165000889
16:58:26 166000413
16:58:27 167000343
16:58:28 168000257
16:58:29 169000299
16:58:30 170000603
16:58:30 170000603
16:58:31 171000662
16:58:32 172000560
16:58:33 173000302
16:58:34 174000705
16:58:35 175000238
16:58:36 176000031
16:58:37 177000655
16:58:37 177000655
16:58:38 178000824
16:58:39 179000247
16:58:40 180000762
16:58:41 181000350
16:58:41 181000350
16:58:42 182000780
16:58:43 183000144
16:58:44 184000479
16:58:45 185000100
16:58:46 186000357
16:58:47 187000325
16:58:48 188000638
16:58:49 189000159
16:58:49 190000137
16:58:50 191000712
16:58:51 192000231
16:58:52 193000913
16:58:53 194000354
16:58:54 195000155
16:58:54 195000155
16:58:54 195000525
16:58:55 196000320
16:58:56 197000181
16:58:57 198000651
16:58:58 199000257
16:58:59 200000784
16:59:00 201000600
16:59:00 201000664
16:59:01 202000611
16:59:01 202000611
16:59:02 203000877
16:59:03 204000549
16:59:04 205000288
16:59:05 206000147
16:59:05 206000147
16:59:06 207000043
16:59:07 208000084
16:59:08 209000099
16:59:08 209000586
16:59:09 210001394
16:59:10 211012253
16:59:11 212000196
16:59:12 213000410
16:59:12 213004136
16:59:13 214000364
16:59:14 215000594
16:59:15 216001876
16:59:16 217000000
16:59:16 217000417
16:59:17 218000419
16:59:17 219001061
16:59:18 220000199
16:59:19 221000533
16:59:20 222000381
16:59:21 223000512
16:59:22 224000619
16:59:23 225000554
16:59:24 226000756
16:59:25 227000762
16:59:26 228003483
16:59:27 229000856
16:59:28 230000238
16:59:29 231000701
16:59:30 232000000
16:59:31 233007001
16:59:32 234004002
16:59:33 235000833
16:59:34 236000520
16:59:35 237000224
16:59:36 238000486
16:59:37 239000682
16:59:38 240000497
16:59:39 241000446
16:59:40 242000682
16:59:41 243000113
16:59:42 244000317
16:59:43 245000209
16:59:44 246000163
16:59:44 246000163
16:59:45 247000688
16:59:46 248000451
16:59:47 249000495
16:59:47 249000495
16:59:48 250000279
16:59:49 251000000
16:59:50 252000318
16:59:51 253000415
16:59:52 254000479
16:59:52 255000610
16:59:53 256000470
16:59:54 257000371
16:59:54 257000371
16:59:55 258000554
16:59:56 259000085
16:59:57 260000165
16:59:58 261000443
16:59:58 261000443
16:59:59 262000705
17:00:00 263000418
17:00:00 263000418
17:00:01 264000732
17:00:02 265000302
17:00:02 265000302
17:00:03 266000435
17:00:04 267000516
17:00:05 268000094
17:00:06 269000549
17:00:07 270000345
17:00:08 271000407
17:00:08 271000407
17:00:09 272000491
17:00:10 273000302
17:00:11 274000166
17:00:12 275000025
17:00:13 276000294
17:00:14 277000201
17:00:15 278000252
17:00:16 279000328
17:00:17 280000115
17:00:18 281000234
17:00:18 282000249
17:00:19 283000424
17:00:19 283000424
17:00:20 284000489
17:00:21 285000006
17:00:22 286000279
17:00:23 287000255
17:00:23 287000255
17:00:24 288000944
17:00:25 289000358
17:00:26 290000718
17:00:27 291000446
17:00:27 291000446
17:00:28 292000486
17:00:29 293000340
17:00:30 294000611
17:00:31 295000297
17:00:32 296000436
17:00:33 297000237
17:00:34 298000151
17:00:35 299000058
17:00:36 300000661
17:00:37 301000173
17:00:38 302000000
17:00:38 302000000
17:00:39 303000323
17:00:40 304000651
17:00:41 305000660
17:00:42 306000091
17:00:43 307000639
