22:31:13 1000113
22:31:18 2000098
22:31:23 3000074
22:31:35 4000053
22:31:45 5000053
22:31:45 5000054
22:31:52 6000058
22:32:00 7000027
22:32:00 7000029
22:32:05 8000000
22:32:15 9000049
22:32:24 10000082
22:32:31 11000048
22:32:40 12000024
22:32:46 13000062
22:32:55 14000049
22:33:03 15000066
22:33:12 16000082
22:33:20 17000048
22:33:26 18000047
22:33:34 19000031
22:33:43 20000072
22:33:51 21000059
22:34:00 22000049
22:34:05 22999979
22:34:05 23000026
22:34:14 24000058
22:34:23 25000058
22:34:31 26000052
22:34:40 27000037
22:34:46 28000050
22:34:54 29000063
22:35:02 30000039
22:35:11 31000044
22:35:20 32000058
22:35:25 33000074
22:35:33 34000046
22:35:43 35000036
22:35:51 36000064
22:35:59 37000052
22:36:05 38000042
22:36:14 39000110
22:36:22 40000037
22:36:31 41000053
22:36:39 42000043
22:36:45 43000052
22:36:53 44000064
22:37:02 45000051
22:37:10 46000051
22:37:16 47000039
22:37:24 48000036
22:37:33 49000047
22:37:42 50000061
22:37:50 51000043
22:37:55 52000041
22:38:04 53000051
22:38:13 54000060
22:38:21 55000048
22:38:29 56000035
22:38:35 57000059
22:38:44 58000053
22:38:53 59000041
22:39:01 60000011
22:39:10 61000110
22:39:15 62000039
22:39:24 63000038
22:39:32 64000052
22:39:41 65000062
22:39:50 66000048
22:39:55 67000047
22:40:04 68000039
22:40:13 69000024
22:40:21 70000042
22:40:29 71000034
22:40:35 72000043
22:40:44 73000040
22:40:52 74000094
22:41:00 75000041
22:41:09 76000054
22:41:15 77000060
22:41:23 78000054
22:41:31 79000055
22:41:40 80000052
22:41:46 81000021
22:41:54 82000030
22:42:02 83000036
22:42:11 84000052
22:42:20 85000022
22:42:25 86000042
22:42:34 87000037
22:42:43 88000038
22:42:51 89000028
22:42:59 90000104
22:43:05 91000032
22:43:14 92000026
22:43:23 93000033
22:43:31 94000041
22:43:39 95000091
22:43:45 96000061
22:43:54 97000031
22:44:02 98000032
22:44:11 99000046
22:44:20 100000045
22:44:25 101000033
22:44:25 101000074
22:44:33 102000032
22:44:42 103000006
22:44:51 104000041
22:44:59 105000004
22:45:05 106000023
22:45:14 107000030
22:45:22 108000033
22:45:30 109000044
22:45:36 110000037
22:45:45 111000009
22:45:53 112000017
